u,v,t,h
58644,69512,73,0
69512,82993,18,6
69512,73466,43,4
8124,22546,52,4
29397,74864,90,0
29771,40725,71,5
11112,37685,2,9
14790,68727,85,1
6428,59359,42,2
37546,41149,49,4
96,67843,32,3
56589,78772,63,5
8101,81533,54,0
40955,46029,96,3
56472,69096,29,9
284,44381,5,8
67291,79379,16,7
13807,74380,92,1
15236,82288,64,0
54763,61933,57,9
22266,76548,45,2
12529,51636,87,3
18677,68697,54,0
45745,75802,3,9
945,36662,75,4
17414,43094,83,1
41975,44746,77,0
44019,60414,26,4
67447,82128,58,2
50404,57821,2,9
16991,67134,68,3
11424,22766,50,6
7175,25361,64,1
27141,65491,59,8
33206,64553,23,7
54222,73940,12,9
39518,62781,97,0
14873,76806,13,8
34458,82976,31,1
8460,14790,53,1
19276,51177,81,7
34883,80772,71,7
46427,55158,27,5
35049,49964,79,0
31988,72721,35,4
51132,74360,15,6
677,2982,71,0
12371,44110,55,1
46089,80301,60,0
8124,57690,52,1
7673,52082,91,6
33784,48922,46,1
15392,17770,65,3
17879,43596,59,7
29690,76234,99,0
31942,33723,44,7
1305,31942,6,8
62864,69983,2,7
9316,10864,20,7
32215,40338,17,6
2493,52246,82,1
1544,81694,1,6
42427,51145,68,3
12497,61879,12,9
65491,75579,14,9
8216,32748,10,9
11333,77906,36,9
2570,79389,55,5
5944,30208,88,3
8272,48411,34,5
3519,64196,24,5
56368,83723,22,6
957,10935,6,8
10778,79191,74,3
4985,55291,74,3
56439,73099,10,8
18034,49686,43,1
22546,37501,67,1
21915,76970,19,4
14804,76986,40,2
42261,56688,58,5
7460,70877,96,4
7997,60547,70,9
61936,83000,71,6
14887,32215,11,6
41651,82577,10,9
63571,72690,64,2
61836,69403,13,8
3284,15292,30,5
56669,65353,15,7
1845,44297,8,8
62054,71986,53,1
27510,75068,51,2
53940,77233,55,2
32215,82376,22,6
19044,38759,41,2
13196,32714,2,9
13370,62509,75,1
127,36655,83,0
5944,10946,88,1
66560,80816,30,6
60102,62825,37,7
45439,67781,77,4
26270,32288,62,3
72842,77097,21,3
51603,58087,24,4
31373,66997,69,7
13815,65974,17,8
34044,40518,6,4
31068,43675,7,9
8244,43469,3,9
24864,55650,97,4
36139,68387,69,5
7421,8229,98,1
37512,65078,44,2
28689,62102,85,4
11396,80636,44,6
11919,32215,28,2
28856,32215,30,3
14790,40938,21,7
6658,80345,22,5
20668,82993,31,4
26108,63248,40,2
63944,64871,69,8
52896,76125,31,4
74984,80636,76,1
12751,42978,54,7
242,55306,69,7
23930,79490,66,3
1893,12685,52,1
35308,83945,35,1
29457,39331,95,0
12660,41747,41,3
17929,20158,49,4
54669,78758,13,5
48568,56688,73,3
36958,83779,71,6
49673,50138,72,6
33257,60084,81,8
52246,67566,88,5
36691,64759,8,5
64759,79991,8,6
58556,75257,3,8
44800,71313,47,6
45101,55270,30,1
31890,63840,27,4
64658,77833,33,2
7082,52893,60,1
4474,7736,26,5
22377,48713,89,0
16141,67463,67,6
8460,39249,57,1
14082,15994,19,5
46211,53791,41,8
25801,35425,85,9
23204,41436,54,6
19873,41436,35,4
1393,38722,51,2
51177,80094,68,5
15082,38257,54,3
29687,43226,8,9
33572,73877,41,1
6268,82280,50,1
2193,56706,89,0
48171,74434,5,9
12025,39286,32,4
45317,74296,44,1
24736,60259,35,3
65512,70863,10,8
2584,76176,46,9
14298,63733,9,4
4868,16832,22,5
12394,74491,5,9
46,49136,62,0
21650,32706,36,6
64068,71986,94,3
1161,36517,11,8
6343,12556,46,4
12696,64340,68,1
41358,46089,28,4
21008,83831,57,2
25118,82758,71,7
34169,79796,61,7
4033,49064,48,7
11442,39962,82,0
10175,17949,69,3
25384,72871,16,7
9464,56106,91,0
10778,33700,74,8
10778,79174,60,5
37949,77914,48,2
10387,11580,79,9
6643,36502,67,9
34363,64259,47,4
50555,60288,8,7
41611,44330,99,0
51669,83940,26,6
1189,16238,93,0
13520,53511,13,6
59232,75516,2,9
13520,60247,90,4
14596,58319,27,5
37112,68131,25,4
32215,38157,21,5
13444,38257,10,9
28944,36167,45,3
6226,46282,34,5
42170,82838,82,0
11333,83698,81,1
12840,43455,75,1
35487,78809,16,8
26101,66787,46,1
14867,58825,30,4
35837,39441,31,6
13533,21236,10,6
71134,74299,72,6
6756,76546,26,9
20177,76894,97,5
40804,72690,15,6
18649,72948,7,6
18759,65871,87,0
19701,28686,82,2
28198,83202,85,4
53676,72094,37,3
63025,71269,3,9
56941,68756,47,3
31572,64068,45,3
14984,65501,54,0
20014,66429,5,9
33377,34363,82,8
19302,40165,76,5
4534,81460,2,9
23324,42930,42,7
23821,73401,79,4
27611,68339,17,8
62706,69542,52,5
25731,68087,6,9
8334,26878,71,5
18927,51628,33,3
49544,69769,70,1
37006,53940,37,3
45246,62872,41,3
58743,81895,20,5
57968,72612,60,1
18679,50441,34,6
24935,26715,62,2
32074,76894,91,4
799,62781,40,4
62857,63720,74,4
14594,67161,20,6
3577,57198,33,7
32215,60596,30,6
9749,29131,1,8
16464,47772,28,4
28686,68504,69,3
8516,57087,26,5
56168,80577,83,2
10783,63248,49,8
4344,4940,33,3
23835,61857,2,9
22602,61857,11,8
31294,60152,10,8
3499,57723,22,4
45075,83022,33,4
63281,69571,79,2
37812,57130,25,3
6576,69512,31,3
13717,69512,31,5
40992,83723,52,3
52406,64397,8,9
21021,64397,17,8
13787,39441,93,1
19794,80218,41,3
6918,16702,48,2
1393,44864,48,2
7092,29309,8,8
3655,75051,29,3
7941,71901,16,7
3564,53957,64,1
8407,19612,7,7
32215,57129,17,6
1940,28970,4,7
5319,67700,20,6
10699,20269,96,0
21860,34504,74,0
54575,80094,75,6
23824,54217,14,4
38926,65871,66,0
51162,83769,31,2
43072,77651,65,2
5471,50404,70,6
30859,42990,44,1
20328,82146,78,0
11969,37181,36,4
67877,73249,14,6
14804,72337,51,6
27611,67447,80,9
53797,64925,80,4
30679,57723,57,0
58156,61473,15,3
1300,38615,38,6
32703,73749,16,6
6430,43455,89,2
48791,65871,45,4
11221,51158,31,5
14490,20088,21,6
9656,65798,88,0
18575,22842,45,2
13820,55574,82,2
15994,68462,7,8
42840,66553,24,6
9988,30914,41,2
26700,31389,65,6
21650,50768,36,6
37685,45540,36,6
12142,45499,75,9
27987,49979,81,0
9793,55588,97,1
44864,66171,48,2
50294,61186,25,2
52537,56972,30,7
55296,64925,28,5
19960,49238,92,0
67162,68435,90,1
39905,52921,68,9
15623,49372,82,0
22562,54466,32,3
12662,32215,20,5
242,42326,32,3
26855,75553,10,6
38221,64149,8,8
40893,54862,11,8
53797,56396,64,3
11563,81672,97,3
69769,75981,77,5
7386,83980,57,7
7574,76427,97,0
11741,31953,31,6
37112,56419,65,1
34363,84022,88,1
43694,63507,67,6
24052,29309,25,9
32482,43694,78,0
13717,51363,54,6
11770,60344,54,5
20791,58011,70,1
42340,44110,50,7
38946,70520,48,1
48808,56168,91,7
3564,18503,2,9
21782,30589,72,5
6317,13382,76,4
57359,70327,11,7
2413,34976,66,1
2185,71608,37,5
37008,80816,83,3
25384,53529,56,1
41783,52001,62,0
38426,76224,19,5
29202,81558,55,1
9492,35155,80,4
14997,60752,69,6
11146,75995,48,3
4713,55158,14,8
44297,56589,63,2
7727,44297,65,3
17431,66589,87,3
67447,71882,27,6
4985,38257,7,9
35756,80919,23,7
37546,83074,55,4
11549,71882,23,6
54465,71196,73,9
66988,79478,47,1
25960,30132,87,2
25891,83426,39,5
64063,74864,94,0
22141,61595,33,2
7183,37181,55,3
55216,74615,88,7
32215,79646,26,4
32215,69300,16,5
23418,32215,23,3
37966,39671,98,4
40602,46089,6,7
4218,45553,88,0
7150,23926,15,9
53529,63869,2,9
1730,34012,19,3
58159,71329,51,9
23926,77607,13,8
18927,23179,99,0
28392,29965,27,3
25453,32703,16,9
2777,83660,92,1
27649,62057,38,2
18732,53023,48,3
40236,81460,33,3
32748,74491,83,6
8885,63230,59,1
32215,73080,28,2
3770,32215,21,5
5152,51132,94,1
6953,59005,7,9
2431,79278,7,7
3946,60992,76,8
57719,80763,54,0
44186,68731,72,4
27264,61904,46,5
15082,32215,26,3
22754,26385,19,5
18927,83203,98,5
1305,2604,3,8
37181,71396,46,2
12702,73078,69,1
11100,73078,43,2
19825,41166,87,0
9327,70070,87,7
26229,65871,47,2
36727,55021,65,1
34274,51552,12,7
8709,24497,83,0
13718,19680,18,7
9335,78440,49,2
11351,62520,47,2
27142,66542,92,0
589,18821,34,6
25118,33377,70,5
47673,82696,63,8
34737,82300,57,9
37619,74958,31,6
7183,48270,76,9
40,69571,35,3
52406,84723,12,9
4098,25330,48,1
15462,56419,82,1
14596,81247,27,5
25355,41869,67,6
15275,56794,71,6
6526,61312,59,2
52391,72629,44,3
17388,26229,6,9
43046,67481,24,5
11333,46850,34,6
11333,17278,42,7
54313,69197,31,3
36347,50937,1,9
8516,13001,13,8
6296,60060,32,2
59251,67473,75,1
2889,65914,98,2
17770,50915,78,5
16700,80286,52,4
82453,84409,6,9
49519,60547,12,7
14851,78815,83,4
33115,41188,85,5
5179,23286,68,9
59326,74021,88,0
45953,75050,53,7
66890,82901,40,0
16700,36264,34,6
2134,7311,96,1
62362,66641,97,5
13141,72974,56,1
20328,63359,79,0
50288,53155,38,6
68730,74296,41,2
18649,40413,22,3
1030,47797,64,4
31572,82577,86,2
26929,31572,68,1
8124,62983,52,1
33377,42261,73,3
4523,78328,93,3
12354,84480,21,7
35707,43235,4,8
29417,33274,1,9
57125,66171,54,5
23529,42485,62,7
56101,77357,52,4
22377,26445,88,0
60165,66873,69,8
54763,66082,57,4
4400,62632,50,5
59500,68339,3,9
23009,30240,48,2
5830,38257,63,2
24047,73981,12,8
16089,64130,1,9
10935,80849,6,9
5603,84022,7,8
45703,51977,18,7
4654,63034,61,2
37181,51132,82,1
24850,73468,88,3
52420,74099,50,7
245,35341,79,2
2134,76553,88,5
52341,76576,69,1
59721,69403,65,4
29417,45540,58,6
53348,83552,2,9
22675,71478,73,7
60949,66171,45,2
26843,41161,25,8
50507,62275,47,0
8244,41436,45,7
69209,70768,1,9
9641,40746,1,9
29188,33227,85,0
50315,56859,40,3
19739,57827,27,4
56560,70417,67,4
31582,66754,27,5
53667,76531,93,6
40294,53054,65,9
25361,72003,25,6
20086,74099,69,2
48889,63571,14,7
36517,83552,12,8
57143,81679,69,1
17251,57143,66,8
48791,52391,81,1
16043,55306,28,5
3564,50002,70,2
41166,71407,78,8
22462,42890,39,6
32215,40236,30,2
51368,74088,26,1
1845,50884,85,0
12958,25306,82,0
36347,36905,90,0
55788,62532,95,2
27923,75963,74,9
5692,78551,77,0
56794,70164,21,9
60053,68154,45,1
45537,77749,31,4
40584,73201,51,2
50503,79619,76,6
29309,45882,58,1
42743,82335,5,7
67447,75916,17,7
58586,69654,39,4
12713,43695,81,3
33206,36689,7,9
20791,83417,63,1
17201,44933,43,5
25361,62934,7,9
43060,71608,73,9
31318,43060,43,1
39700,84721,58,1
65320,65966,64,1
11969,43290,37,9
9739,66719,79,1
24895,77914,53,8
23418,63865,7,8
7751,26715,73,0
53370,54507,87,5
15443,69618,25,5
1182,22377,47,4
64028,65018,74,7
23861,81285,8,7
57393,65968,1,9
48171,65968,2,9
37181,67134,67,6
34752,81460,89,0
22232,71816,20,4
55334,81296,9,8
1305,5540,3,8
33572,61312,69,0
117,10712,32,6
5540,20596,44,2
16380,34209,11,9
50552,76325,50,1
56924,67032,21,6
36683,61473,4,9
21618,47673,69,9
19520,79060,72,9
66679,78328,96,7
23687,76965,82,5
56260,74305,6,6
13431,42632,18,4
8844,22842,81,1
14430,69801,69,4
18927,27027,33,3
37462,67162,89,4
1030,55291,73,4
55533,62306,84,1
2373,6926,65,5
49994,59184,15,5
66524,73074,23,3
54089,78345,64,6
13717,65801,57,6
71478,72302,3,9
4760,12839,47,9
13842,35540,27,5
11424,15464,23,6
32215,60125,17,4
29700,38529,86,0
44487,67781,85,3
20050,52896,19,7
35647,38860,82,0
20328,44800,80,1
60987,79501,31,5
18120,47788,5,8
69597,80592,56,3
15390,66965,55,0
31941,71478,8,8
8777,82642,3,8
11227,35023,74,7
56168,69367,45,6
8482,14561,53,9
52895,79271,97,0
28362,83022,16,6
48067,56266,49,4
2106,50682,47,0
23926,51162,44,6
11742,38860,77,5
2328,29993,8,8
1161,32215,21,5
9466,64819,76,2
10193,35174,45,6
26724,68492,24,3
4320,54072,61,5
43429,67794,21,2
26612,83217,55,1
14697,35479,67,2
60506,72871,48,2
4634,81744,24,6
32741,51776,90,0
11189,32215,30,2
14300,32215,31,3
6643,13081,48,2
38096,63720,47,2
21631,56773,68,0
25330,27611,36,4
6730,79012,28,4
34913,56033,2,9
32736,36860,74,6
9505,83373,98,7
23047,39249,42,1
64982,73078,96,1
18702,73514,4,9
42973,44314,2,9
33681,73117,49,1
7891,38178,93,0
52616,74434,48,3
4784,15228,52,5
22528,33101,75,2
24607,66222,45,1
56106,57237,44,3
46924,53059,97,0
24446,39059,92,0
24753,60745,44,6
13717,71673,36,2
67319,69195,11,8
27611,28055,36,6
71478,84241,43,9
70905,82758,70,2
7176,22459,18,7
42994,44246,57,7
36655,50439,84,0
36655,74832,15,7
10046,80953,37,3
28686,54072,70,3
28626,62852,63,0
8460,80195,67,5
19001,71601,15,5
50339,71226,26,4
35013,78440,35,4
2570,35049,24,6
35049,79060,30,6
64340,75455,94,1
32215,34559,14,5
28361,54986,7,8
37169,54763,69,8
18152,36899,12,5
15068,61933,56,1
3850,4587,69,3
51230,68381,59,1
5511,27144,12,9
43397,45440,5,8
37685,42968,40,8
40418,54782,83,6
11969,34650,24,6
63840,75743,21,6
50418,82656,67,5
14560,34356,72,8
18873,38411,15,7
69788,82482,76,3
59635,62610,81,2
16379,20177,97,6
12839,17463,72,5
1122,38318,22,6
33792,66780,48,9
18288,23030,52,2
38257,43290,5,9
7183,16089,64,7
8516,11020,84,2
5069,79114,94,7
26412,37373,12,7
48467,79321,97,0
17251,22766,74,6
63823,70411,77,2
46452,76238,56,0
18573,27415,43,2
9349,36996,66,0
21999,62036,58,7
8001,30472,2,9
32736,78541,73,0
79191,81881,71,1
34319,36517,71,3
4661,63958,64,2
18133,24935,64,1
68749,69732,61,1
13842,20930,64,6
25930,29457,95,1
48270,51301,29,7
7792,67404,2,9
6487,13933,99,0
27124,69413,41,6
22842,30986,39,4
57132,76258,10,5
9988,73074,86,1
39998,59479,23,7
32215,64093,16,5
43172,65974,14,8
12660,50552,42,6
44716,76825,8,8
4572,26041,24,4
8124,84086,51,5
8124,74298,51,0
41071,46803,4,9
48808,61904,8,8
3831,24285,12,7
13190,13935,91,1
26935,63255,35,4
11415,52391,16,8
1300,18821,60,8
38184,52401,15,6
32215,40032,29,3
1086,79796,62,6
39905,80636,40,2
71608,72249,39,9
36727,49955,34,3
13169,63403,9,9
7528,26419,56,7
65094,67125,26,4
19551,19806,38,2
16044,33681,24,5
57645,59359,75,0
30800,47266,50,3
20317,67911,24,4
15290,38489,29,5
15290,45911,6,8
45811,81734,99,4
13717,75149,59,4
28213,32215,20,3
8432,81791,76,6
57276,74556,48,1
20969,79241,22,5
15357,67447,80,0
2919,64759,8,2
9363,33101,41,7
127,29965,38,6
56346,58578,50,6
45101,54902,8,9
32215,48911,27,4
9635,21314,25,5
13807,68783,54,6
13842,83041,39,6
11112,13815,56,3
32215,79344,17,4
12847,69428,77,0
6343,20543,58,5
7858,23581,98,1
32015,40032,39,4
74973,82993,75,4
1327,31290,7,8
17701,26419,62,2
23014,47605,23,4
19680,33257,81,5
22842,42968,87,1
16079,72794,89,0
28110,35707,19,8
1096,35092,14,8
7723,72548,20,7
65562,84038,39,4
53054,75963,37,7
50610,60102,39,7
32288,59184,41,2
19939,64449,34,3
28902,40602,4,9
242,4159,80,8
12140,30589,50,2
28465,67917,86,1
12702,35707,87,0
79664,81881,80,2
3850,6317,53,5
14544,25891,74,5
5134,34956,28,7
36601,41454,54,1
4634,36104,39,2
7530,59479,35,7
62859,75579,69,2
2965,39821,83,0
5563,26715,2,8
56625,73877,90,0
242,8485,46,8
12290,41531,56,4
57289,82642,88,2
16252,37611,97,3
39670,78335,77,1
29417,75707,74,0
16869,36560,95,1
37310,61396,36,5
9986,69571,5,8
19668,25748,60,8
19668,42226,11,9
16031,35023,48,1
22141,22632,38,4
64719,80640,68,3
8162,54974,55,2
27409,28656,51,1
5998,65407,16,6
7119,40236,95,2
2673,66797,99,3
27691,76224,55,3
68387,80406,91,0
32343,33681,94,2
36652,66906,92,0
25917,29763,76,5
65914,71986,94,1
1940,13751,10,7
11415,32215,30,3
26808,53713,93,1
2570,17701,31,6
6181,8844,21,7
32215,55574,18,5
41320,68174,23,5
51024,82373,32,6
4566,9466,69,0
20317,37406,99,0
51155,54990,53,2
945,32215,17,5
20402,25118,80,5
31389,41628,17,6
8211,49895,23,7
11135,32130,50,2
17955,57544,16,7
26751,60414,36,6
53955,56910,17,6
46029,62977,18,8
30206,71306,85,2
658,13298,99,0
26148,36264,26,3
17278,48791,57,1
19261,60064,55,1
15743,80348,99,4
31173,61917,81,5
1934,33978,94,0
20596,47884,83,6
15458,20791,70,1
17883,36904,76,9
10935,29763,76,5
10387,82577,80,3
5715,65822,89,0
8485,71882,27,7
19413,79847,75,0
7882,48997,7,5
69443,84435,3,9
21093,58736,87,0
19941,22377,64,0
10372,82976,23,5
11031,42257,13,8
11396,71882,26,9
44853,61860,96,1
17950,61156,86,0
29417,57688,18,7
13298,19356,23,4
32215,44615,29,3
11204,63646,4,9
4531,34857,48,2
15681,22602,91,5
49226,84721,58,1
23559,41810,19,7
43655,55158,4,9
4159,11969,79,8
17949,18120,72,5
17414,26419,85,0
47427,64457,48,3
51144,65016,95,0
4711,24802,53,4
14997,18774,65,7
20359,64245,10,8
12353,46333,90,0
30178,83253,93,3
24624,32049,8,8
31291,36905,87,5
4323,7792,67,9
78551,84641,6,8
7489,71914,53,1
47361,76891,30,4
44848,47811,6,8
38544,61475,98,0
40955,46101,96,0
12887,23533,69,7
20062,78551,84,2
7710,36347,66,8
27144,66821,11,9
61933,70325,16,6
14158,81791,9,8
5944,46333,89,0
31988,37181,34,5
15186,32215,21,2
53245,65966,74,6
13279,37775,92,0
66719,73763,78,5
56560,59010,62,8
31859,40536,94,5
13637,24494,72,2
72635,76813,76,7
9203,64850,93,1
11483,83315,60,0
36517,70175,29,7
69571,70175,82,2
25264,44817,99,2
4974,78440,24,4
12839,59042,15,7
12530,63589,69,4
20158,26214,84,3
20158,59493,84,3
47268,59054,44,1
25182,32215,29,4
4206,54737,1,9
2132,5601,66,6
22546,79387,67,1
10588,29207,29,6
27264,81147,73,6
18251,42326,80,0
42326,56033,55,2
4030,42721,99,9
464,49408,46,1
8538,65407,82,6
14560,57722,63,8
5851,56438,39,7
6526,32215,27,3
26830,26945,16,6
30532,84407,60,7
9164,64752,65,5
8538,79060,82,6
43060,44432,50,6
7223,37826,85,0
21467,54990,67,3
23001,42184,4,8
57115,67974,65,1
1282,22986,56,1
7044,13820,90,7
34837,41320,23,3
5753,39700,22,4
68819,79887,73,9
20400,32215,30,3
15458,67447,58,4
13444,37517,38,5
27182,56682,13,5
11396,20791,72,6
5991,32215,16,5
43060,50031,34,8
15378,70624,5,8
18576,63031,70,3
48911,82280,17,7
11617,16043,66,7
14214,64719,27,7
8244,80636,10,8
23671,27791,94,0
32027,36132,32,9
23418,61857,11,8
32215,50915,14,6
10935,20062,34,5
60630,80125,34,2
32421,47884,7,9
50114,81091,6,7
23235,72005,98,8
34357,66025,26,5
52037,73245,47,4
22161,68637,13,7
25034,47573,62,5
27723,64420,57,9
1161,68025,11,8
32564,83779,75,1
9369,52667,4,9
9586,59916,95,0
10961,51925,81,0
55255,79784,3,9
74958,76813,62,6
59810,66296,63,0
12941,55220,58,5
13190,50691,85,5
40466,65556,57,8
53797,71882,7,8
8466,56016,71,1
34756,37446,20,9
12685,83552,2,9
66198,66943,55,1
20134,49796,44,1
22526,72130,5,9
10551,22526,28,5
30986,77923,13,7
2218,26935,63,8
18163,51781,16,8
41454,80068,45,6
8451,79871,90,9
64740,67120,24,6
52391,69209,48,9
16044,36799,84,4
17529,83266,97,9
6662,61836,61,5
19529,79191,16,8
41320,47787,23,4
52037,56437,24,9
23926,61329,35,2
74299,82993,33,4
53423,83041,20,7
541,25930,23,4
30180,65407,90,6
33023,41651,69,5
24734,64026,67,6
80167,80859,71,2
32564,64770,25,5
41651,75963,28,8
8844,11333,65,1
3519,17015,62,8
29687,47087,4,9
17950,74072,42,6
56437,84020,73,1
5384,57827,53,3
51732,52667,37,9
67062,78469,18,4
10133,24047,64,2
42243,72130,12,7
59055,63403,50,1
21661,51284,65,2
56972,65472,59,8
43695,51145,68,3
52246,71288,7,8
26747,83915,60,0
6730,43908,93,0
31504,74312,95,3
4885,56168,32,3
58935,80839,25,8
8338,73509,78,0
8485,64925,27,9
19551,32215,26,4
36689,49136,36,2
3356,39337,51,1
32215,57332,21,5
20276,67587,92,1
56266,72435,16,6
24404,35023,64,6
5722,66990,15,7
34650,63619,49,4
15757,47465,65,0
4531,27403,22,8
32051,39337,51,2
28944,61484,2,8
46715,71914,48,5
25917,77658,34,6
33377,50503,74,2
6872,11955,85,6
40746,43189,3,9
51145,79992,60,1
22931,69314,24,3
18461,51144,92,4
30191,72159,68,0
31653,32215,23,4
33257,37685,38,2
24074,32215,41,2
48915,68168,80,4
59446,79016,96,1
13990,49673,66,4
15836,59807,83,0
13933,30589,13,7
2777,26108,35,6
10610,64819,81,1
56415,84480,2,9
51187,71986,28,3
27069,33115,71,4
42632,76017,72,5
24494,30714,24,6
15361,18119,23,9
15082,29393,14,8
2441,51195,65,3
1119,56688,30,3
21980,47510,86,3
62511,63025,42,8
30640,63007,68,4
23926,84409,74,6
32215,34857,15,8
29391,71608,64,1
7188,63085,7,6
9369,21999,48,3
40413,70655,65,4
2292,52758,10,6
12914,44835,91,0
35155,58335,28,3
7429,69500,36,1
43397,49871,99,0
11580,56333,42,5
40165,41531,59,8
32617,34504,41,2
25307,43694,78,7
57087,81744,35,5
46683,56168,42,5
64344,84020,82,2
5083,68504,69,3
32215,58302,20,3
29936,36483,99,6
14680,58578,42,7
10712,19701,32,4
28626,52523,70,2
17949,27746,73,2
47548,48651,45,2
51145,69367,68,5
7574,42990,88,5
47953,51370,98,5
20088,22513,13,8
57563,60949,88,3
6160,56739,25,1
28447,71317,16,3
20272,59232,89,6
12651,17770,56,3
5803,57722,63,1
34528,45703,66,0
29417,83542,2,8
39570,62516,57,1
51628,66160,37,5
34921,39289,96,0
8516,64130,26,5
242,67447,58,8
58424,72629,57,2
25141,66289,61,1
21008,64546,45,3
52706,77976,68,2
2889,8685,99,5
15443,32215,19,5
46035,77777,78,7
31389,41531,11,7
24570,48135,84,0
37547,68084,58,5
40,18927,98,0
77512,79314,6,8
37506,62177,91,2
14354,29986,52,3
21999,44286,99,4
11192,51565,85,8
7392,62298,65,4
37181,49064,40,6
60441,61856,78,8
4150,32215,26,4
25464,55158,22,7
21094,43736,82,3
6756,35049,11,8
37169,62706,2,8
40656,70849,27,2
20875,35707,72,3
13526,21021,81,2
17460,77233,4,9
4634,39548,48,9
5317,17208,82,8
25891,32215,41,3
9830,72159,67,8
3505,55119,89,0
1021,80517,96,0
2604,29309,20,9
16809,39836,48,1
64026,74299,61,6
33713,46430,92,0
18870,22377,50,0
7453,29406,99,0
20062,49673,61,1
7342,33140,88,0
12556,39331,64,1
2187,70669,16,7
4611,16793,52,0
48132,71668,89,5
23684,42723,87,6
12261,57987,64,1
11342,79569,15,7
38615,70908,38,3
4098,55649,39,2
14082,78502,13,7
45537,53433,52,1
35023,60125,55,1
53669,55694,50,8
13718,39548,4,9
13718,26229,36,5
21143,43145,33,3
4566,55158,14,8
16869,35175,92,0
28478,53054,86,8
51145,71396,68,1
58556,71396,15,7
2428,13637,64,1
29202,41302,64,5
32288,33767,57,1
7446,76223,22,5
42326,73886,43,2
80849,83353,81,6
13190,66180,88,2
43025,55694,84,1
5944,63272,20,7
24714,73159,14,7
37619,53957,60,4
24884,44059,39,9
59500,75121,65,7
11227,73002,60,7
8334,30113,86,0
2906,82453,4,9
16700,83552,57,7
19794,47461,7,9
22000,30416,26,8
4159,16043,30,5
5521,76284,63,6
3564,4206,3,9
12325,24407,5,8
63738,72456,34,2
1920,22588,60,5
19625,29573,40,7
30633,55158,33,7
7816,74594,50,7
20969,82577,78,5
1377,11255,41,2
65519,83417,45,1
9368,14082,64,8
30472,49544,46,2
13229,34209,74,0
34994,39535,28,2
64423,83091,35,3
10367,30712,66,9
19646,68290,96,2
63248,78320,2,8
39337,49964,8,7
70417,78691,77,1
11569,70677,35,6
20177,53954,84,0
37006,59500,3,9
15809,37006,36,4
1920,8538,2,9
16810,80548,49,5
13842,78680,32,9
4534,19391,73,3
30976,83053,62,8
56106,69498,34,2
9988,15836,89,2
69002,69601,71,1
22377,26754,41,0
14629,49708,95,6
6730,20177,92,0
28474,75658,97,0
7176,26751,48,6
5890,27089,8,5
10117,24416,91,0
79389,81679,77,0
38646,47266,48,5
8182,47087,27,5
56589,63403,55,1
53230,61247,36,0
6635,67843,59,9
56760,79533,91,4
48746,49099,68,2
55177,83000,7,9
47682,84358,51,7
21058,84203,53,2
32051,39917,53,6
23296,30191,68,1
11380,32026,27,1
35155,63959,31,3
59997,71914,3,8
24494,57087,8,9
41358,53046,31,3
16027,68906,77,4
17914,67272,42,2
15727,59967,40,6
38247,62075,90,3
76894,79384,91,4
76576,78594,54,7
9986,78594,47,3
13556,60725,92,9
68779,83126,93,0
70002,81291,51,2
13400,55448,54,9
14544,63959,51,4
22754,83882,90,7
20977,31813,78,6
2483,75532,11,5
59232,68331,95,1
75579,75638,70,8
11969,81881,23,6
2132,65407,12,6
58491,60551,97,1
48613,71288,90,1
